|Episode 0	Average Score: -33.35, Network Updates: 0.00, Target Updates: 0.00|
|Episode 50	Average Score: -176.46, Network Updates: 23.00, Target Updates: 8.00|
|Episode 100	Average Score: -117.06, Network Updates: 125.00, Target Updates: 41.00|
|Episode 150	Average Score: -96.09, Network Updates: 70.00, Target Updates: 23.00|
|Episode 200	Average Score: 103.71, Network Updates: 47.00, Target Updates: 16.00|
|Episode 250	Average Score: 69.70, Network Updates: 12.00, Target Updates: 4.00|
|Episode 300	Average Score: 148.77, Network Updates: 52.00, Target Updates: 17.00|
|Episode 350	Average Score: 41.86, Network Updates: 1.00, Target Updates: 1.00|
|
Solution Reached in 382 episodes!	Average Score: 210.86|
