|Episode 0	Average Score: -47.94, Network Updates: 0.00, Target Updates: 0.00|
|Episode 50	Average Score: -44.19, Network Updates: 11.00, Target Updates: 3.00|
|Episode 100	Average Score: -64.07, Network Updates: 10.00, Target Updates: 4.00|
|Episode 150	Average Score: -51.65, Network Updates: 11.00, Target Updates: 4.00|
|Episode 200	Average Score: -25.67, Network Updates: 7.00, Target Updates: 3.00|
|Episode 250	Average Score: -43.95, Network Updates: 9.00, Target Updates: 3.00|
|Episode 300	Average Score: -25.02, Network Updates: 7.00, Target Updates: 3.00|
|Episode 350	Average Score: -43.57, Network Updates: 9.00, Target Updates: 3.00|
|Episode 400	Average Score: -95.32, Network Updates: 11.00, Target Updates: 3.00|
|Episode 450	Average Score: -23.16, Network Updates: 7.00, Target Updates: 2.00|
|Episode 500	Average Score: -42.72, Network Updates: 8.00, Target Updates: 3.00|
|Episode 550	Average Score: -30.52, Network Updates: 6.00, Target Updates: 2.00|
|Episode 600	Average Score: -28.36, Network Updates: 7.00, Target Updates: 2.00|
|Episode 650	Average Score: -38.23, Network Updates: 8.00, Target Updates: 3.00|
|Episode 700	Average Score: -19.63, Network Updates: 9.00, Target Updates: 3.00|
|Episode 750	Average Score: -30.44, Network Updates: 11.00, Target Updates: 3.00|
|Episode 800	Average Score: -33.85, Network Updates: 11.00, Target Updates: 4.00|
|Episode 850	Average Score: -46.78, Network Updates: 7.00, Target Updates: 2.00|
|Episode 900	Average Score: -31.69, Network Updates: 11.00, Target Updates: 4.00|
|Episode 950	Average Score: -33.84, Network Updates: 8.00, Target Updates: 3.00|
|Episode 1000	Average Score: -16.79, Network Updates: 6.00, Target Updates: 2.00|
|Episode 1050	Average Score: -19.08, Network Updates: 11.00, Target Updates: 4.00|
|Episode 1100	Average Score: -60.05, Network Updates: 10.00, Target Updates: 3.00|
|Episode 1150	Average Score: -42.17, Network Updates: 9.00, Target Updates: 3.00|
|Episode 1200	Average Score: -33.47, Network Updates: 8.00, Target Updates: 3.00|
|Episode 1250	Average Score: -37.42, Network Updates: 8.00, Target Updates: 3.00|
|Episode 1300	Average Score: -18.51, Network Updates: 7.00, Target Updates: 3.00|
|Episode 1350	Average Score: -21.53, Network Updates: 7.00, Target Updates: 3.00|
|Episode 1400	Average Score: -25.03, Network Updates: 8.00, Target Updates: 3.00|
|Episode 1450	Average Score: -51.30, Network Updates: 9.00, Target Updates: 3.00|
|Episode 1500	Average Score: -23.98, Network Updates: 11.00, Target Updates: 3.00|
|Episode 1550	Average Score: -51.66, Network Updates: 10.00, Target Updates: 3.00|
|Episode 1600	Average Score: -38.52, Network Updates: 8.00, Target Updates: 3.00|
|Episode 1650	Average Score: -31.53, Network Updates: 7.00, Target Updates: 2.00|
|Episode 1700	Average Score: -25.96, Network Updates: 11.00, Target Updates: 4.00|
|Episode 1750	Average Score: -20.31, Network Updates: 7.00, Target Updates: 2.00|
|Episode 1800	Average Score: -53.63, Network Updates: 9.00, Target Updates: 3.00|
|Episode 1850	Average Score: -11.69, Network Updates: 7.00, Target Updates: 2.00|
|Episode 1900	Average Score: -37.19, Network Updates: 10.00, Target Updates: 3.00|
|Episode 1950	Average Score: -61.28, Network Updates: 9.00, Target Updates: 3.00|
|Episode 2000	Average Score: -59.87, Network Updates: 11.00, Target Updates: 4.00|
|Episode 2050	Average Score: -50.02, Network Updates: 9.00, Target Updates: 3.00|
|Episode 2100	Average Score: -32.58, Network Updates: 8.00, Target Updates: 3.00|
|Episode 2150	Average Score: -34.54, Network Updates: 8.00, Target Updates: 3.00|
|Episode 2200	Average Score: -54.43, Network Updates: 10.00, Target Updates: 3.00|
|Episode 2250	Average Score: -38.63, Network Updates: 7.00, Target Updates: 2.00|
|Episode 2300	Average Score: -78.39, Network Updates: 11.00, Target Updates: 3.00|
|Episode 2350	Average Score: -47.42, Network Updates: 9.00, Target Updates: 3.00|
|Episode 2400	Average Score: -31.74, Network Updates: 8.00, Target Updates: 3.00|
|Episode 2450	Average Score: -15.97, Network Updates: 6.00, Target Updates: 2.00|
|Episode 2500	Average Score: -19.05, Network Updates: 7.00, Target Updates: 2.00|
