|Episode 0	Average Score: -140.87, Network Updates: 6.00, Target Updates: 2.00|
|Episode 50	Average Score: -53.82, Network Updates: 64.00, Target Updates: 21.00|
|Episode 100	Average Score: -38.85, Network Updates: 64.00, Target Updates: 22.00|
|Episode 150	Average Score: 101.49, Network Updates: 30.00, Target Updates: 10.00|
|Episode 200	Average Score: -29.08, Network Updates: 18.00, Target Updates: 6.00|
|Episode 250	Average Score: 37.53, Network Updates: 73.00, Target Updates: 24.00|
|Episode 300	Average Score: -103.29, Network Updates: 125.00, Target Updates: 42.00|
|Episode 350	Average Score: -71.27, Network Updates: 125.00, Target Updates: 42.00|
|Episode 400	Average Score: -36.54, Network Updates: 125.00, Target Updates: 42.00|
|Episode 450	Average Score: -44.09, Network Updates: 125.00, Target Updates: 42.00|
|Episode 500	Average Score: -79.25, Network Updates: 125.00, Target Updates: 41.00|
|Episode 550	Average Score: -72.79, Network Updates: 125.00, Target Updates: 41.00|
|Episode 600	Average Score: -13.35, Network Updates: 18.00, Target Updates: 6.00|
|Episode 650	Average Score: -65.60, Network Updates: 125.00, Target Updates: 41.00|
|Episode 700	Average Score: -25.56, Network Updates: 125.00, Target Updates: 42.00|
|Episode 750	Average Score: -38.01, Network Updates: 125.00, Target Updates: 41.00|
|Episode 800	Average Score: -38.73, Network Updates: 125.00, Target Updates: 42.00|
|Episode 850	Average Score: 8.33, Network Updates: 125.00, Target Updates: 42.00|
|Episode 900	Average Score: -50.77, Network Updates: 125.00, Target Updates: 42.00|
|Episode 950	Average Score: -101.60, Network Updates: 119.00, Target Updates: 39.00|
|Episode 1000	Average Score: -25.54, Network Updates: 10.00, Target Updates: 4.00|
|Episode 1050	Average Score: 31.15, Network Updates: 20.00, Target Updates: 7.00|
|Episode 1100	Average Score: -11.67, Network Updates: 125.00, Target Updates: 42.00|
|Episode 1150	Average Score: 70.64, Network Updates: 94.00, Target Updates: 32.00|
|Episode 1200	Average Score: 30.22, Network Updates: 125.00, Target Updates: 42.00|
|Episode 1250	Average Score: -10.05, Network Updates: 117.00, Target Updates: 39.00|
|Episode 1300	Average Score: 29.05, Network Updates: 125.00, Target Updates: 41.00|
|Episode 1350	Average Score: -30.20, Network Updates: 11.00, Target Updates: 3.00|
|Episode 1400	Average Score: 11.57, Network Updates: 125.00, Target Updates: 41.00|
|Episode 1450	Average Score: -41.20, Network Updates: 125.00, Target Updates: 41.00|
|Episode 1500	Average Score: 39.90, Network Updates: 20.00, Target Updates: 6.00|
|Episode 1550	Average Score: 20.76, Network Updates: 125.00, Target Updates: 42.00|
|Episode 1600	Average Score: 84.67, Network Updates: 16.00, Target Updates: 6.00|
|Episode 1650	Average Score: 3.09, Network Updates: 125.00, Target Updates: 41.00|
|Episode 1700	Average Score: -3.65, Network Updates: 125.00, Target Updates: 41.00|
|Episode 1750	Average Score: 56.92, Network Updates: 11.00, Target Updates: 4.00|
|Episode 1800	Average Score: 0.88, Network Updates: 125.00, Target Updates: 41.00|
|Episode 1850	Average Score: 50.12, Network Updates: 105.00, Target Updates: 35.00|
|Episode 1900	Average Score: 107.55, Network Updates: 64.00, Target Updates: 22.00|
|Episode 1950	Average Score: -20.31, Network Updates: 125.00, Target Updates: 41.00|
|
Solution Reached in 1964 episodes!	Average Score: 203.63|
